Código do contrato,Nome do imóvel,Nome do proprietário,Bairro,Cidade,Estado,Número de inquilinos,Nome(s) do(s) inquilino(s),Número de proprietários/beneficiários,Nomes dos proprietários/beneficíarios,Valor do aluguel,Taxa de administração do contrato,Taxa de locação do contrato,Taxa de administração é valor fixo,Taxa de locação é valor fixo,Data de início do contrato,Data do fim do contrato,Valor de venda do imóvel,Data de recisão,Contrato ativo,Número de locações do imóvel,Data do último reajuste,Contrato suspenso,Gerente comercial,Tipo de imóvel,Tipo de contrato,Tempo de contrato,Tempo para fim do contrato,Valor taxa de administração,Valor taxa de locação
41/3,"Apartamento No Jardim Planalto, Rua Ezequiel Anastácio 1  Nada ",Gt Emprrendimentos Imobiliários,Jardim Planalto,Campinas,SP,1,['Ademir Soares'],1,Gt Emprrendimentos Imobiliários,3333.0,10.0,100.0,Não,Sim,2021-03-12,2023-09-11,0.0,,Sim,3,2021-06-30,Sim,,Apartamento,Residencial,910,3.0,333.3,100.0
Teste 0009/1,"Casa No Piauí, Quadra L 456 ",Propteste Tres,Piauí,Parnaíba,PI,1,['Base Software'],1,Propteste Tres,10262.95,1230.0,0.0,Sim,Sim,2021-03-15,2023-09-14,100000.0,,Sim,1,2023-03-15,Sim,,Casa,Residencial,907,6.0,1230.0,0.0
191/2,"Casa No Itaperu, Rua Governador Artur De Vasconcelos",Santiaguito,Itaperu,Teresina,PI,1,['Alice Elza Aurora Araújo'],3,Santiaguito,9500.0,10.0,,Não,Não,2021-03-16,2023-09-15,0.0,,Sim,2,2021-06-30,Sim,,Casa,Residencial,906,7.0,950.0,
104/2,"Casa No Jardim Planalto, Constantino Raffi, 399",Carlos Alberto De Nóbrega Praça,Jardim Planalto,Campinas,SP,1,['Childish Gambino'],1,Carlos Alberto De Nóbrega Praça,1687.9,0.0,0.0,Não,Sim,2021-03-18,2023-09-17,0.0,,Sim,2,2021-06-30,Sim,,Casa,Residencial,904,9.0,0.0,0.0
154/6,"Casa No Teste Santiago, Teste Santiago",Santiaguito,Teste Santiago,Testolandia,SP,1,['Blue Ivy'],1,Santiaguito,18566.99,10.0,1000.0,Não,Sim,2021-03-19,2023-09-18,0.0,,Sim,6,2021-06-30,Sim,,Casa,Residencial,903,10.0,1856.6990000000003,1000.0
121212/4,"Área Comum No Jardim Turim, Rua Movimento Jovem 185 ",Propteste Tres,Jardim Turim,Indaiatuba,SP,1,['Alexandre Santos'],1,Propteste Tres,2757.12,10.0,10.0,Não,Sim,2021-03-20,2023-09-19,0.0,,Sim,4,2022-03-20,Sim,,Área comum,Residencial,902,11.0,275.712,10.0
AMAGAIIMOVEIS/1,"Casa No Jardim Santa Lúcia, Rua Poços De Caldas 888 ",Santos,Jardim Santa Lúcia,Campinas,SP,2,"['Leonardo Souza', 'Ademir Soares']",2,Julia,1000.0,10.0,0.0,Não,Não,2023-03-21,2023-09-20,500000.0,,Sim,1,2023-03-21,Sim,,Casa,Residencial,171,12.0,100.0,0.0
90/2,"Apartamento No Hjkmngy, Jhbvf Gjhm",Gt Emprrendimentos Imobiliários,Hjkmngy,Piracaia,SP,1,['Childish Gambino'],1,Gt Emprrendimentos Imobiliários,843.95,10.0,0.0,Não,Sim,2021-03-26,2023-09-25,0.0,,Sim,2,2021-06-30,Sim,,Apartamento,Residencial,896,17.0,84.39500000000001,0.0
85/4,"Chácara No Pinheirinho, Rua São João - D",Shakira,Pinheirinho,Chapecó,AC,1,['Childish Gambino'],1,Shakira,2000.0,10.0,0.0,Não,Não,2021-03-26,2023-09-25,0.0,,Sim,4,2021-06-30,Sim,,Chácara,Residencial,896,17.0,200.0,0.0
teste seguro fiança/1,"Apartamento No Loteamento Residencial Campina Verde, Rua Averróis 1  Bloco 2 Apto 33 ",Miguel -  Teste Seguro Fiança,Loteamento Residencial Campina Verde,Campinas,SP,1,['Ademir Soares'],1,Miguel -  Teste Seguro Fiança,2000.0,10.0,,Não,Não,2022-09-28,2023-09-27,,,Sim,1,2022-09-28,Sim,,Apartamento,Residencial,345,19.0,200.0,
264/1,"Casa No Jardim Maria Antonia (Nova Veneza), Rua Isabela Luna Tavares 326 ",Rodrigo Barros,Jardim Maria Antonia (Nova Veneza),Sumaré,SP,1,['Aline Freitas'],1,Rodrigo Barros,1500.0,10.0,0.0,Não,Sim,2021-09-28,2023-09-27,,,Sim,1,2021-09-01,Sim,,Casa,Residencial,710,19.0,150.0,0.0
260/1,"Casa No São José, Travessa Ligação 90 ",Luiz Da Silva Silva,São José,Belford Roxo,RJ,1,['Doceria Dona Maura'],2,Luiz Da Silva Silva,9236.66,10.0,0.0,Não,Não,2021-03-30,2023-09-29,0.0,,Sim,1,2023-03-30,Sim,,Casa,Residencial,892,21.0,923.666,0.0
114/2,"Casa No 000000, 000000000",Santiaguito,000000,0000000000,SP,1,['edileusa'],1,Santiaguito,38389.8,10.0,0.0,Não,Sim,2021-03-31,2023-09-29,0.0,,Sim,2,2021-06-30,Sim,,Casa,Residencial,891,21.0,3838.9800000000005,0.0
107/4,"Casa No Rua Joaquina, Teste Santiago",Santiaguito,Rua Joaquina,Santos,SP,1,['Ademir Soares'],1,Santiaguito,25555.0,10.0,0.0,Não,Sim,2021-03-31,2023-09-29,0.0,,Sim,4,2021-06-30,Sim,,Casa,Residencial,891,21.0,2555.5,0.0
267/1,"Casa No Jardim São Bento, Rua Tom Jobim 23 ",Fiadteste Dois,Jardim São Bento,Hortolândia,SP,1,['Base Software'],2,Fiadteste Dois,13731.55,10.0,0.0,Não,Não,2021-04-01,2023-09-30,,,Sim,1,2022-04-01,Sim,,Casa,Residencial,890,22.0,1373.155,0.0
32/4,"Casa No Brr, Rua Um 2 ",Paolo,Brr,Cdd,AC,1,['Ademir Soares'],2,Paolo,1095.25,10.0,100.0,Não,Não,2021-04-01,2023-09-30,0.0,,Sim,4,2022-04-01,Sim,,Casa,Residencial,890,22.0,109.525,1095.25
173/1,"Apartamento No Botafogo, Rua Falcão Filho 63 ",Luisiana Araujo,Botafogo,Campinas,SP,1,['Blue Ivy'],1,Luisiana Araujo,2226.18,10.0,0.0,Não,Sim,2021-04-01,2023-09-30,,,Sim,1,2021-06-30,Sim,,Apartamento,Residencial,890,22.0,222.618,0.0
142/1,"Casa No Real Parque, Avenida Cabo Pedro Hoffman",Jéssica,Real Parque,Sumaré,SP,2,"['Hélcio', 'Iraci Soler']",2,Jéssica,1956.17,10.0,,Não,Não,2021-04-01,2023-09-30,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,890,22.0,195.61700000000002,
134/1,"Casa No Jardim Maria Antonia (Nova Veneza), Rua Isabela Luna Tavares 20 ",Carlos Alberto De Nóbrega Praça,Jardim Maria Antonia (Nova Veneza),Sumaré,SP,1,['Locatário do Sant'],1,Carlos Alberto De Nóbrega Praça,1500.0,10.0,0.0,Não,Sim,2021-04-01,2023-09-30,,,Sim,1,2021-06-30,Sim,,Casa,Residencial,890,22.0,150.0,0.0
187/2,"Chácara No Botafogo, Rua Falcão Filho 73  Apto 113 ",Luisiana Araujo,Botafogo,Campinas,SP,1,['Black Alien'],1,Luisiana Araujo,12000.0,10.0,,Não,Não,2021-04-05,2023-10-04,,,Sim,2,2021-06-30,Sim,,Chácara,Residencial,886,26.0,1200.0,
257/1,"Casa No Botafogo, Rua Falcão Filho 993 ",Rodrigo Barros,Botafogo,Campinas,SP,1,['Doceria Dona Maura'],1,Rodrigo Barros,10765.54,10.0,0.0,Não,Sim,2021-04-06,2023-10-05,,,Sim,1,2022-04-06,Sim,,Casa,Residencial,885,27.0,1076.554,0.0
239/1,"Casa No Parque Florely (Nova Veneza), Rua Pedro Quintino 120 ",Rede Vistoriass,Parque Florely (Nova Veneza),Sumaré,SP,1,['Aline Freitas'],1,Rede Vistoriass,10985.24,0.0,0.0,Não,Sim,2021-04-07,2023-10-06,100000.0,,Sim,1,2022-04-07,Sim,,Casa,Residencial,884,28.0,0.0,0.0
Teste 0011/1,"Casa No Túnel Do Sacavém, Rua Quinta Dos Machados",Prop Cnpj Teste,Túnel Do Sacavém,São Luís,MA,1,['Aline Freitas'],2,Prop Cnpj,10985.24,10.0,0.0,Não,Sim,2021-04-12,2023-10-11,0.0,,Sim,1,2022-04-12,Sim,,Casa,Residencial,879,33.0,1098.5240000000001,0.0
Teste 0002/1,"Casa No Alto Do Cristo, Rua Maria Monte 600 ",Propteste Tres,Alto Do Cristo,Sobral,CE,1,['Locteste Tres'],1,Propteste Tres,15000.0,10.0,0.0,Não,Sim,2021-04-12,2023-10-11,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,879,33.0,1500.0,0.0
258/1,"Casa No Botafogo, Rua Falcão Filho 1000 ",Rodrigo Barros,Botafogo,Campinas,SP,1,['Doceria Dona Maura'],1,Rodrigo Barros,10178.0,10.0,0.0,Não,Não,2021-04-15,2023-10-14,0.0,,Sim,1,2022-04-15,Sim,,Casa,Residencial,876,36.0,1017.8000000000001,0.0
109/3,"Casa No Flor De Lótus, Teste Santiago",Santiaguito,Flor De Lótus,Santos,SP,1,['edileusa'],2,Santiaguito,1133.99,20.0,0.0,Não,Sim,2021-04-16,2023-10-15,0.0,,Sim,3,2021-06-30,Sim,,Casa,Residencial,875,37.0,226.798,0.0
102/3,"Casa No Jardim Denadai (Nova Veneza), Rua José Vedovatto 171 ",Santiaguito,Jardim Denadai (Nova Veneza),Sumaré,SP,1,['Ademir Soares'],2,Santiaguito,2608.22,0.0,0.0,Não,Sim,2021-04-20,2023-10-19,0.0,,Sim,3,2021-06-30,Sim,,Casa,Residencial,871,41.0,0.0,0.0
126/2,"Sala Comercial No Jardim Chapadão, Rua Reinaldo Laubenstein 59 ",Ingrid Natsumi Braga,Jardim Chapadão,Campinas,SP,1,['Carmello'],2,Ingrid Natsumi Braga,830.0,10.0,1600.0,Não,Sim,2021-04-23,2023-10-22,0.0,,Sim,2,2023-04-23,Sim,,Sala comercial,Residencial,868,44.0,83.0,1600.0
38/4,"Casa No Jardim Proença I, Rua Almirante Barroso 134 ",Paolo,Jardim Proença I,Campinas,SP,1,['Ademir Soares'],1,Paolo,1304.11,10.0,0.0,Não,Sim,2021-04-24,2023-10-23,0.0,,Sim,4,2021-06-30,Sim,,Casa,Residencial,867,45.0,130.411,0.0
Teste 121/3,"Casa No Loteamento Remanso Campineiro, Rua Luiz Camilo De Camargo 20 ",Giovanna,Loteamento Remanso Campineiro,Hortolândia,SP,1,['Carmello'],2,Giovanna,1531.09,10.0,,Não,Não,2021-04-26,2023-10-25,0.0,,Sim,3,2021-06-30,Sim,,Casa,Residencial,865,47.0,153.109,
136/1,"Casa No Jardim Santa Lúcia, Rua Poços De Caldas 123  Sobrado  ",Thayná Cocenza Marinelli,Jardim Santa Lúcia,Campinas,SP,1,['Doce Sonho'],2,Thayná Cocenza Marinelli,6397.28,8.0,0.0,Não,Não,2021-04-27,2023-10-26,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,864,48.0,511.7824,0.0
137/1,"Casa No Jardim Turim, Rua Movimento Jovem 142 ",Joana Dark,Jardim Turim,Indaiatuba,SP,2,"['Childish Gambino', 'Blue Ivy']",1,Joana Dark,10297.5,10.0,0.0,Não,Sim,2021-04-28,2023-10-27,0.0,,Sim,1,2023-04-28,Sim,,Casa,Residencial,863,49.0,1029.75,0.0
17/2,"Sobrado No Vila Teixeira, Rua Cafelândia 499 ",Sofia Lore,Vila Teixeira,Campinas,SP,1,['Ademir Soares'],1,Sofia Lore,1200.0,10.0,0.0,Não,Sim,2021-04-30,2023-10-29,0.0,,Sim,2,2021-06-30,Sim,,Sobrado,Residencial,861,51.0,120.0,0.0
184/2,"Apartamento No Real Parque, Avenida Cabo Pedro Hoffman",Rodrigo Barros,Real Parque,Campinas,SP,1,['Ademir Soares'],1,Rodrigo Barros,1604.8,10.0,,Não,Não,2021-05-01,2023-10-31,,,Sim,2,2021-06-30,Sim,,Apartamento,Residencial,860,53.0,160.48000000000002,
161/1,"Casa No Gilberto Mestrinho, Rua Canadá 55 ",Victoria,Gilberto Mestrinho,Manaus,AM,1,['Vitorio'],1,Victoria,2500.0,10.0,0.0,Não,Sim,2021-05-01,2023-10-31,,,Sim,1,2021-06-30,Sim,,Casa,Residencial,860,53.0,250.0,0.0
TesteZelo/2,"Casa No Vila Mingone, Rua Sidnei Perin",Luisiana Araujo,Vila Mingone,Campinas,SP,1,['Alice Elza Aurora Araújo'],1,Luisiana Araujo,7524.44,10.0,,Sim,Não,2021-05-04,2023-11-03,0.0,,Sim,2,2023-05-04,Sim,,Casa,Residencial,857,56.0,10.0,
Teste 0012/1,"Casa No Renascer, Alameda Corito 1234 ",Propteste Tres,Renascer,Macapá,AP,1,['Locteste Tres'],6,Propteste Tres,10000.0,10.0,0.0,Não,Não,2021-05-04,2023-11-03,0.0,,Sim,1,2021-08-01,Sim,,Casa,Residencial,857,56.0,1000.0,0.0
69/2,"Casa Comercial No Teste, Teste",Teste Giovanna 1,Teste,Teste,AC,2,"['Ademir Soares', 'Carmello']",1,Giovanna,1500.0,0.0,0.0,Não,Sim,2021-05-07,2023-11-06,50000.0,,Sim,2,2021-06-30,Sim,,Casa comercial,Residencial,854,59.0,0.0,0.0
62/2,"Chácara No Casa Forte, Rua Severino Vilarin 08  Teste Do Demonstrativo  ",Ademir Soares,Casa Forte,Gravatá,PE,1,['Aline Freitas'],2,Ademir Soares,3135.18,10.0,,Não,Não,2021-05-10,2023-11-09,0.0,,Sim,2,2023-05-10,Sim,,Chácara,Residencial,851,62.0,313.51800000000003,
156/1,"Casa No Núcleo Residencial Bairro Da Vitória, Rua Doze De Abril",Locatário Do Sant,Núcleo Residencial Bairro Da Vitória,Campinas,SP,1,['Carmello'],1,Locatário Do Sant,1203.6,0.0,0.0,Não,Sim,2021-05-12,2023-11-11,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,849,64.0,0.0,0.0
181/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 100 ",Yago André Da Rosa,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Alice Elza Aurora Araújo'],1,Yago André Da Rosa,551.65,8.0,0.0,Não,Sim,2021-05-14,2023-11-13,,,Sim,1,2021-06-30,Sim,,Casa,Residencial,847,66.0,44.132,0.0
118/2,"Casa No Residencial Real Parque Sumaré, Rua Vinte E Três 15 ",Billy Oneal,Residencial Real Parque Sumaré,Sumaré,SP,1,['Childish Gambino'],2,Billy Oneal,451.35,10.0,0.0,Não,Sim,2021-05-17,2023-11-16,0.0,,Sim,2,2021-06-30,Sim,,Casa,Residencial,844,69.0,45.135000000000005,0.0
59/3,"Casa No Jardim Turim, Rua Movimento Jovem 142 ",Rede Vistoriass,Jardim Turim,Indaiatuba,SP,1,['Childish Gambino'],1,Rede Vistoriass,10100.0,10.0,0.0,Não,Sim,2021-05-17,2023-11-16,0.0,,Sim,3,2021-06-30,Sim,,Casa,Residencial,844,69.0,1010.0,0.0
80/5,"Casa No Jardim Turim, Rua Movimento Jovem 555 ",Gt Emprrendimentos Imobiliários,Jardim Turim,Indaiatuba,SP,1,['Blue Ivy'],3,Gt Emprrendimentos Imobiliários,1000.0,0.0,0.0,Não,Sim,2021-05-19,2023-11-18,0.0,,Sim,5,2021-06-30,Sim,,Casa,Residencial,842,71.0,0.0,0.0
71/2,"Casa No Vila União, Rua Poços De Caldas 546 ",Daniel Leal,Vila União ,Campinas,SP,1,['Ademir Soares'],1,Daniel Leal,8439.54,10.0,0.0,Não,Sim,2020-11-20,2023-11-19,0.0,,Sim,2,2021-06-30,Sim,,Casa,Residencial,1022,72.0,843.9540000000002,0.0
160/1,"Apartamento No Nova Campinas, Rua Ezequiel Anastácio 955 ",Santiaguito,Nova Campinas,Campinas,SP,1,['Boss Bitch'],1,Santiaguito,1223.0,10.0,0.0,Não,Sim,2021-05-21,2023-11-20,,,Sim,1,2021-06-30,Sim,,Apartamento,Residencial,840,73.0,122.30000000000001,0.0
740/1,"Casa No Vila Almeida, Rua Tocantins 13 ",Nayhara Marques,Vila Almeida,Indaiatuba,SP,1,['Adão Santos'],1,Nayhara Marques,600.0,10.0,0.0,Não,Sim,2020-07-27,2023-11-29,0.0,,Sim,1,2022-07-01,Sim,,Casa,Residencial,1138,82.0,60.0,0.0
22/5,"Casa No Vila Teixeira, Rua Joaquim Vilac 89 ",Carla Mariana,Vila Teixeira,Campinas,SP,1,['Ademir Soares'],1,Carla Mariana,1523.74,10.0,0.0,Não,Sim,2022-10-31,2023-11-29,0.0,,Sim,5,2022-10-01,Sim,,Casa,Residencial,312,82.0,152.374,0.0
418/1,"Casa No Jardim Bom Retiro (Nova Veneza), Rua Raimundo Alves Diniz 365 ",Gaspar Teves,Jardim Bom Retiro (Nova Veneza),Sumaré,SP,1,['Cabrito Teves'],1,Gaspar Teves,2200.0,6.0,0.0,Não,Sim,2021-06-01,2023-11-30,,,Sim,1,2021-06-01,Sim,,Casa,Residencial,829,83.0,132.0,0.0
uru500/1,"Casa No Centro, Rua Uruguaiana 500 ",Peter Cetera,Centro,Rio De Janeiro,RJ,1,['Little Michael'],1,Peter Cetera,2800.0,10.0,0.0,Não,Não,2021-06-01,2023-11-30,,,Sim,1,2021-06-01,Sim,,Casa,Residencial,829,83.0,280.0,0.0
244/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 650 ",Henry Raul Monteiro,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Alice Elza Aurora Araújo'],1,Henry Raul Monteiro,620.0,320.0,0.0,Sim,Sim,2021-06-01,2023-11-30,,,Sim,1,2021-09-01,Sim,,Casa,Residencial,829,83.0,320.0,0.0
liga300/1,"Casa No São José, Travessa Ligação 300 ",Proprietário Marcio,São José,Belford Roxo,RJ,1,['Black Alien'],1,Proprietário Marcio,8000.0,10.0,,Não,Não,2021-06-01,2023-11-30,,,Sim,1,2021-06-01,Sim,,Casa,Residencial,829,83.0,800.0,
182/1,"Casa No 3, Rua`3 3 ",Fiadteste Dois,3,3,AC,1,['Ademir Soares'],1,Fiadteste Dois,1687.9,10.0,0.0,Não,Sim,2021-06-01,2023-11-30,,,Sim,1,2021-06-30,Sim,,Casa,Residencial,829,83.0,168.79000000000002,0.0
169/1,"Casa No Planalto De Monteserra The, Quadra M-02",Teste De Ir Locatário,Planalto De Monteserra The,Parnaíba,PI,1,['Blue Ivy'],1,Teste De Ir Locatário,1003.0,10.0,0.0,Não,Sim,2021-06-01,2023-11-30,,,Sim,1,2021-06-30,Sim,,Casa,Residencial,829,83.0,100.30000000000001,0.0
171/1,"Fazenda No Apeú, Alameda W-Um",Beyoncé,Apeú,Castanhal,PA,1,['Base Software'],1,Beyoncé,2006.0,10.0,0.0,Não,Não,2021-06-01,2023-11-30,,,Sim,1,2021-06-30,Sim,,Fazenda,Residencial,829,83.0,200.60000000000002,0.0
180/1,"Chácara No Prado, Rua José Luciano Pedrosa 4  Teste De Desconto  ",Beyoncé,Prado,Gravatá,PE,1,['Jay Z'],1,Beyoncé,3009.0,10.0,0.0,Não,Não,2021-06-01,2023-11-30,,,Sim,1,2021-06-30,Sim,,Chácara,Residencial,829,83.0,300.90000000000003,0.0
67/2,"Chácara No Loteamento Bosque Da Esperança, Rua Acrópole 14 ",Kendrick Lamar,Loteamento Bosque Da Esperança,Campo Grande,MS,1,['Locatário do Sant'],1,Kendrick Lamar,8439.54,10.0,0.0,Não,Não,2021-06-04,2023-12-03,0.0,,Sim,2,2021-06-30,Sim,,Chácara,Residencial,826,86.0,843.9540000000002,0.0
356/1,"Barracão No Jardim Dos Oliveiras, Rua Tupã",Teste Imoveismarc,Jardim Dos Oliveiras,Campinas,SP,1,['João silva'],1,Teste Imoveismarc,15623.0,0.0,0.0,Não,Sim,2021-06-08,2023-12-07,,,Sim,1,2021-06-08,Sim,,Barracão,Residencial,822,90.0,0.0,0.0
254/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 950000 ",Fiadteste Dois,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Doceria Dona Maura'],1,Fiadteste Dois,15000.0,10.0,0.0,Não,Não,2021-06-09,2023-12-08,,,Sim,1,2021-06-01,Sim,,Casa,Residencial,821,91.0,1500.0,0.0
170/1,"Casa No Loteamento Jardim Das Aroeiras, Rua Oito",Teste De Ir Locatário,Loteamento Jardim Das Aroeiras,Cuiabá,MT,1,['Ademir Soares'],1,Teste De Ir Locatário,2000.0,10.0,0.0,Não,Sim,2021-06-15,2023-12-14,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,815,97.0,200.0,0.0
673/1,"Casa No Jardim Amoreiras, Rua Maria Luíza Missio Mingone 511 ",Goiabada,Jardim Amoreiras,Campinas,SP,1,['Ademir Soares'],1,Goiabada,2500.0,10.0,0.0,Não,Sim,2021-06-16,2023-12-15,,,Sim,1,2022-06-16,Sim,,Casa,Residencial,814,98.0,250.0,0.0
30/1,"Área Comum No Segfhbf, Fchfcfgv",Celia,Segfhbf,Piracaia,SP,1,['val'],1,Celia,6157.0,10.0,0.0,Não,Sim,2020-06-18,2023-12-17,0.0,,Sim,1,2021-09-01,Sim,,Área comum,Residencial,1177,100.0,615.7,0.0
Teste 0003/1,"Casa No Jatobá, Rua E",Propteste Tres,Jatobá,Vitória Da Conquista,BA,1,['Locteste Tres'],1,Propteste Tres,5000.0,10.0,125.0,Não,Sim,2021-06-19,2023-12-18,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,811,101.0,500.0,125.0
667/1,"Loja No Centro, Av. Dos Expedicionários 580  Loja 03 ",Camomila,Centro,Itatiaia,RJ,1,['Alfa 1'],1,Camomila,1328.54,10.0,0.0,Não,Sim,2021-06-20,2023-12-19,,,Sim,1,2022-06-20,Sim,,Loja,Comercial,810,102.0,132.854,0.0
Webinar Reajuste /1,"Casa No Parque Residencial Regina (Nova Veneza), Avenida Cabo Pedro Hoffman",Rodrigo Barros,Parque Residencial Regina (Nova Veneza),Campinas,SP,1,['Juninho'],1,Rodrigo Barros,2313.5,10.0,0.0,Não,Sim,2021-06-23,2023-12-22,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,807,105.0,231.35000000000002,0.0
Teste 0007/1,"Casa No Santa Luzia, Rua Pica Pau Amarelo 1234 ",Propteste Tres,Santa Luzia,Igarassu,PE,1,['Locteste Dois'],1,Propteste Tres,10030.0,10.0,0.0,Não,Sim,2021-06-28,2023-12-27,0.0,,Sim,1,2021-06-30,Sim,,Casa,Residencial,802,110.0,1003.0,0.0
286/1,"Área Comum No Loteamento Residencial Jaguari (Sousas), Rua Rio Madeira",Joana Bolona,Loteamento Residencial Jaguari (Sousas),Campinas,SP,1,['joao bolao'],1,Joana Bolona,1000.0,0.0,0.0,Não,Sim,2021-06-29,2023-12-28,,,Sim,1,2021-06-01,Sim,,Área comum,Residencial,801,111.0,0.0,0.0
285/1,"Casa No Nova Descoberta, Rua Presbítero Expedito Neri",Joana Bolona,Nova Descoberta,Natal,RN,1,['joao bolao'],1,Joana Bolona,1000.0,0.0,0.0,Não,Sim,2021-06-29,2023-12-28,,,Sim,1,2021-06-01,Sim,,Casa,Residencial,801,111.0,0.0,0.0
488/1,"Edícula No Vila Santana, Rua São José 1 ",Bruna Silva Teste,Vila Santana,Santa Bárbara D'Oeste,SP,1,['Adão Santos'],1,Bruna Silva Teste,1017.8,12.0,0.0,Não,Sim,2021-07-01,2023-12-31,,,Sim,1,2022-07-01,Sim,,Edícula,Residencial,799,114.0,122.136,0.0
uru700/1,"Casa No Centro, Rua Uruguaiana 700 ",Paulo Henrique,Centro,Rio De Janeiro,RJ,1,['Aline Freitas'],2,Paulo Henrique,8000.0,10.0,0.0,Não,Sim,2011-01-01,2023-12-31,,,Sim,1,2013-01-01,Sim,,Casa,Residencial,4633,114.0,800.0,0.0
liga200/1,"Casa No São José, Travessa Ligação 200 ",Proprietário 201,São José,Belford Roxo,RJ,1,['Aline Freitas'],1,Proprietário 201,1939.49,10.0,,Não,Não,2021-07-01,2023-12-31,0.0,,Sim,1,2022-07-01,Sim,,Casa,Residencial,799,114.0,193.949,
204/1,"Apartamento No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 562 ",César Thomas Ramos,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Alice Elza Aurora Araújo'],2,César Thomas Ramos,1077.49,15.0,0.0,Não,Sim,2021-07-01,2023-12-31,,,Sim,1,2022-07-01,Sim,,Apartamento,Residencial,799,114.0,161.6235,0.0
573/1,"Casa No Chácara Santa Letícia, Rua Santa Melânia 80  ",Juninho 3,Chácara Santa Letícia,Campinas,SP,1,['Alfa 1'],1,Juninho 3,1500.0,10.0,0.0,Não,Sim,2021-07-06,2024-01-05,1000.0,,Sim,1,2022-07-06,Sim,,Casa,Residencial,794,119.0,150.0,0.0
5/7,"Apartamento No Bela Vista, Avenida Paulista 2073  Sala 33 ",Rede Vistoriass,Bela Vista,São Paulo,SP,1,['Euler Souza'],2,Rede Vistoriass,884.98,50.0,100.0,Sim,Não,2021-07-06,2024-01-05,0.0,,Sim,7,2022-07-06,Sim,,Apartamento,Residencial,794,119.0,50.0,884.98
723/2,"Apartamento No Jardim Amoreiras, Rua Maria Luíza Missio Mingone 7000 ",Testte,Jardim Amoreiras,Campinas,SP,1,['LOC TESTTE'],1,Testte,900.0,10.0,0.0,Não,Não,2021-01-19,2024-01-10,,,Sim,2,2023-01-01,Sim,,Apartamento,Residencial,962,124.0,90.0,0.0
778877/1,"Casa No Cidade Da Esperança, Rua Moreno 1111 ",Propteste Tres,Cidade Da Esperança,Natal,RN,1,['Locteste Dois'],1,Propteste Tres,10807.26,10.0,0.0,Sim,Sim,2021-07-12,2024-01-11,0.0,,Sim,1,2022-07-12,Sim,,Casa,Residencial,788,125.0,10.0,0.0
Teste 0010/2,"Casa No Bolaxa, Rua C 333 ",Propteste Tres,Bolaxa,Rio Grande,RS,2,"['Locteste Tres', 'Locteste Dois']",1,Propteste Tres,10774.94,10.0,0.0,Não,Sim,2021-07-28,2024-01-27,0.0,,Sim,2,2022-07-28,Sim,,Casa,Temporada,772,141.0,1077.4940000000001,0.0
216/1,"Casa No Gilberto Mestrinho, Rua Canadá",Estevão,Gilberto Mestrinho,Manaus,AM,1,['Aline Freitas'],1,Estevão,2154.99,10.0,0.0,Não,Não,2021-07-29,2024-01-28,120000.0,,Sim,1,2022-07-29,Sim,,Casa,Residencial,771,142.0,215.499,0.0
215/1,"Prédio No Vila Aeroporto, Rua Jacitaba 360  Fundos ",Estevão,Vila Aeroporto,Campinas,SP,1,['Ademir Soares'],1,Estevão,915.87,0.0,0.0,Não,Não,2021-07-29,2024-01-28,85555.0,,Sim,1,2022-07-29,Sim,,Prédio,Residencial,771,142.0,0.0,0.0
272/1,"Apartamento No Jardim Primavera, Rua Fernando Costa 1256 ",Joaquim Batman,Jardim Primavera,Campinas,SP,1,['Tsumi'],3,Joaquim Batman,1000.0,10.0,0.0,Não,Sim,2021-08-01,2024-01-31,,,Sim,1,2021-08-01,Sim,,Apartamento,Residencial,768,145.0,100.0,0.0
271/1,"Casa No Jardim Primavera, Rua Fernando Costa 100 ",Joaquim Batman,Jardim Primavera,Campinas,SP,1,['Locatário do Sant'],3,Joaquim Batman,1000.0,10.0,0.0,Não,Sim,2021-08-01,2024-01-31,,,Sim,1,2021-08-01,Sim,,Casa,Residencial,768,145.0,100.0,0.0
liga890/1,"Casa No São José, Travessa Ligação 890 ",Luiz Da Silva Silva,São José,Belford Roxo,RJ,1,['Base Software'],1,Luiz Da Silva Silva,2000.0,10.0,0.0,Não,Não,2021-08-01,2024-01-31,,,Sim,1,2021-08-01,Sim,,Casa,Residencial,768,145.0,200.0,0.0
